Centre Code,Centre Name,DET Geographic Region,EQ Zone,Local Government Area,Centre Type,School Category,State Electorate,Collection Year,School Count
2166,Coombabah State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Broadwater,2008,1
1909,Coombabah State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Broadwater,2008,1
5730,Coomera Springs State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2008,1
124,Coomera State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Coomera,2008,1
1359,Coominya State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2008,1
1247,Coopers Plains State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2008,1
602,Cooran State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Gympie,2008,1
1165,Cooroy State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2008,1
2077,Coorparoo Secondary College,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Greenslopes,2008,1
219,Coorparoo State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2008,1
32,Coowonga State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Keppel,2008,1
1084,Cooyar State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Nanango,2008,1
1898,Coppabella State School,Central Queensland,Remote,Isaac (R),State School,Primary,Mirani,2008,1
117,Cordalba State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2008,1
2055,Corinda State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Mount Ommaney,2008,1
1025,Corinda State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2008,1
2023,Craigslea State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Aspley,2008,1
60,Craigslea State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Aspley,2008,1
1907,Cranbrook State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2008,1
399,Crawford State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2008,1
762,Crescent Lagoon State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2008,1
1928,Crestmead State School,South East,Metropolitan,Logan (C),State School,Primary,Woodridge,2008,1
293,Crow's Nest State School,Darling Downs South West,Rural,Toowoomba (R),State School,Combined,Nanango,2008,1
165,Croydon State School,Far North Queensland,Remote,Croydon (S),State School,Primary,Mount Isa,2008,1
289,Cunnamulla State School,Darling Downs South West,Remote,Paroo (S),State School,Combined,Warrego,2008,1
355,Currajong State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2008,1
3054,Currimundi Special School,North Coast,Metropolitan,Sunshine Coast (R),Special School,Special,Caloundra,2008,1
1868,Currimundi State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Caloundra,2008,1
3043,Currumbin Community Special School,South East,Metropolitan,Gold Coast (C),Special School,Special,Currumbin,2008,1
1168,Currumbin State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2008,1
775,Currumbin Valley State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2008,1
892,Dagun State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2008,1
1022,Daintree State School,Far North Queensland,Remote,Cairns (R),State School,Primary,Cook,2008,1
1670,Dajarra State School,North Queensland,Remote,Cloncurry (S),State School,Primary,Mount Isa,2008,1
2142,Dakabin State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Kallangur,2008,1
1988,Dakabin State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2008,1
671,Dalby South State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Condamine,2008,1
2033,Dalby State High School,Darling Downs South West,Rural,Western Downs (R),State High School,Secondary,Condamine,2008,1
28,Dalby State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Condamine,2008,1
950,Dallarnil State School,Central Queensland,Rural,North Burnett (R),State School,Primary,Callide,2008,1
318,Dalveen State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2008,1
1900,Darling Heights State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba South,2008,1
3025,Darling Point Special School,Metropolitan,Metropolitan,Brisbane (C),Special School,Special,Lytton,2008,1
520,Darlington State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2008,1
1520,Darra State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2008,1
191,Dayboro State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Pine Rivers,2008,1
1884,Deception Bay North State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Murrumba,2008,1
2107,Deception Bay State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Murrumba,2008,1
237,Deception Bay State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Murrumba,2008,1
683,Delaneys Creek State School,North Coast,Rural,Moreton Bay (R),State School,Primary,Glass House,2008,1
392,Denison State School,Central Queensland,Rural,Central Highlands (R),State School,Primary,Gregory,2008,1
837,Depot Hill State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2008,1
1226,Dimbulah State School,Far North Queensland,Rural,Tablelands (R),State School,Combined,Dalrymple,2008,1
266,Dingo State School,Central Queensland,Rural,Central Highlands (R),State School,Primary,Gregory,2008,1
623,Dinmore State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2008,1
1001,Dirranbandi State School,Darling Downs South West,Remote,Balonne (S),State School,Combined,Warrego,2008,1
330,Doomadgee State School,North Queensland,Remote,Doomadgee (S),State School,Combined,Mount Isa,2008,1
408,Dows Creek State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2008,1
31,Drayton State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Condamine,2008,1
889,Drillham State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2008,1
342,Duaringa State School,Central Queensland,Rural,Central Highlands (R),State School,Primary,Gregory,2008,1
1170,Dulacca State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2008,1
1779,Dundula State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Mirani,2008,1
934,Dunkeld State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2008,1
784,Dunwich State School,South East,Rural,Redland (C),State School,Combined,Cleveland,2008,1
959,Durack State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2008,1
1667,Durong South State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2008,1
506,Dutton Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2008,1
2156,Dysart State High School,Central Queensland,Remote,Isaac (R),State High School,Secondary,Mirani,2008,1
97,Dysart State School,Central Queensland,Remote,Isaac (R),State School,Primary,Mirani,2008,1
726,Eagle Junction State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2008,1
1876,Eagleby South State School,South East,Metropolitan,Logan (C),State School,Primary,Coomera,2008,1
1974,Eagleby State School,South East,Metropolitan,Logan (C),State School,Primary,Coomera,2008,1
5180,Earnshaw State College,Metropolitan,Metropolitan,Brisbane (C),State School,Combined,Nudgee,2008,1
877,East Brisbane State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2008,1
593,Eatons Hill State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2008,1
301,Edens Landing State School,South East,Metropolitan,Logan (C),State School,Primary,Waterford,2008,1
235,Edge Hill State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Cairns,2008,1
581,Eidsvold State School,Central Queensland,Rural,North Burnett (R),State School,Combined,Callide,2008,1
34,Eight Mile Plains State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Stretton,2008,1
545,Eimeo Road State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2008,1
1758,El Arish State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2008,1
2183,Elanora State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Currumbin,2008,1
1923,Elanora State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2008,1
953,Elimbah State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Glass House,2008,1
1347,Elliott Heads State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Burnett,2008,1
1904,Emerald North State School,Central Queensland,Rural,Central Highlands (R),State School,Primary,Gregory,2008,1
2122,Emerald State High School,Central Queensland,Rural,Central Highlands (R),State High School,Secondary,Gregory,2008,1
354,Emerald State School,Central Queensland,Rural,Central Highlands (R),State School,Primary,Gregory,2008,1
154,Emu Creek State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2008,1
473,Emu Park State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Keppel,2008,1
35,Enoggera State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2008,1
1179,Eromanga State School,Darling Downs South West,Remote,Quilpie (S),State School,Primary,Gregory,2008,1
199,Esk State School,Darling Downs South West,Rural,Somerset (R),State School,Primary,Nanango,2008,1
310,Eton State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2008,1
682,Eudlo State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2008,1
222,Eulo State School,Darling Downs South West,Remote,Paroo (S),State School,Primary,Warrego,2008,1
698,Eumundi State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Noosa,2008,1
1353,Eungella State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2008,1
2061,Everton Park State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Everton,2008,1
1185,Everton Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Everton,2008,1
210,Evesham State School,Central Queensland,Remote,Longreach (R),State School,Primary,Gregory,2008,1
1751,Fairview Heights State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2008,1
1172,Farleigh State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2008,1
1027,Farnborough State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Keppel,2008,1
1205,Federal State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2008,1
810,Feluga State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2008,1
170,Fernvale State School,Metropolitan,Rural,Somerset (R),State School,Primary,Ipswich West,2008,1
2148,Ferny Grove State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Ferny Grove,2008,1
227,Ferny Grove State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2008,1
250,Ferny Hills State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2008,1
36,Fig Tree Pocket State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2008,1
1175,Finch Hatton State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2008,1
1883,Fitzgerald State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Mackay,2008,1
489,Flagstone Creek State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2008,1
2323,Flagstone State Community College,South East,Metropolitan,Logan (C),State High School,Secondary,Logan,2008,1
471,Flagstone State School,South East,Metropolitan,Logan (C),State School,Primary,Logan,2008,1
845,Flying Fish Point State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Mulgrave,2008,1
697,Forest Hill State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2008,1
1726,Forest Lake State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Combined,Algester,2008,1
1998,Forest Lake State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2008,1
1897,Forrest Beach State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2008,1
523,Forsayth State School,Far North Queensland,Remote,Etheridge (S),State School,Primary,Mount Isa,2008,1
37,Fortitude Valley State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2008,1
40,Freestone State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2008,1
940,Frenchville State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Keppel,2008,1
1812,Freshwater State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Barron River,2008,1
84,Gabbinbar State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba South,2008,1
